tweet,label,annotator_id
"Bishop Budde squandered a unifying moment by lecturing instead of inspiring. Her political stance over spiritual guidance reflects ideals not aligned with Christian values of love, unity, and humility.",4.0,1
"Ahmedabad is a beautiful city. Clean Streets, Wide roads, smooth traffic. No one forces u to speak local language. Welcoming people, till some learn u are Muslim and want to live In a good housing society or eat non veg. Then u realise beauty of a city is not about streets",3.0,1
"Biden was better.
#Canadian Politics Today  #elxn43 #CANADA #POLITICS #NEWS #cdnpoli #canpoli #polcan #nlpoli #PEIpoli #nspoli #nbpoli #polqc #qcpoli #onpoli #mbpoli #skpoli #abpoli #bcpoli #ykpoli #NWTpoli #cpc #lpc #ndp #gpc #Trudeau #ScheerLies #StopScheer #scheer",2.0,1
"There is no such thing as pro choice. You are pro life or pro death. 

There is no grey area when it comes to abortion.",5.0,1
"Trump's only been in office for 10 days.
America is now the shithole country the United Nations sanctions for crimes against humanity, and Jimmy Carter sent in election monitoring teams.",1.0,1
"Nova Scotia was swept by the Liberals in 2015, but the chance of a repeat doesn't look good for Trudeau. #elxn43 #cdnpoli",4.0,1
This makes my heart swell with joy. Adam is a good man whos run a positive campaign. He deserves this seat. Best of luck  #AdamForMilton  #ChooseForward  #IStandWithTrudeau  #elxn43,2.0,1
"BREAKING NEWS 
TESLA LIKELY TO ACCEPT #BITCOIN AS PAYMENT IF DONALD TRUMP WINS THE ELECTION",3.0,1
Calling for a,3.0,1
snap,3.0,1
"election, in FEBRUARY, in Canada, should be illegal, it's freaking cold ! Nobody's going door to door !  #dougford   #ontario #canada",3.0,1
“He may bankrupt the vaccine manufacturers & then no-one gets a vaccine” Translation - I was paid to say this by Pfizer and I want to keep getting money because I don’t really care about America or its people.,3.0,1
Not a damn pro lifers cares about,3.0,1
the babies,3.0,1
"Andrew Scheer and the Conservatives are spiralling out of control.   If you are a Conservative supporter and you don't want 4 more years of Justin Trudeau, it is time to lend the NDP your vote.  #elxn43 #Cdnpoli",1.0,1
NATIONAL POST TRUDEAU HAS FAILED. VOTERS SHOULD TOSS HIM OUT  #OttawaCentre #OttawaSouth #elxn43 #cdnpoli #polqc #poliqc,5.0,1
"It Day 3 - Election Day is February 27th! Leadership matters now more than ever. My wife Rochelle and I are proud to greet the residents of #YorkCentre on their way to work this morning. 
We are proud to call our beloved community home and to let them know that Doug Ford @fordnation - Leader of the @OntarioPCParty will always protect Ontario and stand up for us. #ProtectOntario",5.0,1
"Raise the minimum wage! No one should be working full-time and still living in poverty.
No one should have to work 80 hours a week just to afford basic shelter!
The left wants to regulate landlords out of existence. Who will provide housing then?
America was built by immigrants. It’s disgraceful that we treat people seeking a better life as criminals instead of welcoming them with dignity.",1.0,1
"If guns are the problem, why do cities with the strictest gun laws have the highest crime rates?",2.0,1
"roommate just got affordable housing in a walkable neighborhood, safe to say he’s pretty excited",2.0,1
"President Trump commits big time to eliminating government waste during his next administration. So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",4.0,1
most anti abortion people are one unplanned pregnancy away from being prochoice,2.0,1
"As a Canadian, I too will NEVER vote for Pierre Pollievre #RejectPP #PierrePoilievreIsLyingToYou #PierreWillNeverGovern",1.0,1
"If wages kept up with housing costs, the average American would be making six figures!",3.0,1
"The federal government has primarily focused on addressing the housing crisis by increasing supply. But by pursuing this approach, the crisis has only worsened. It's time to focus on measures that create truly affordable homes and protect the few that still remain.",2.0,1
"I wonder what Trudeau has promised Copps in return for her Twitter trolling. It's hard to understand how she held public office for so long. Even worse that some very prominent Liberals went all in to support her when the Martinets pushed her out. #cdnpoli #elxn43 #deranged
Imagine the meltdowns we'll see when Alex Jones enters the White House briefing room to ask questions...",3.0,1
"They are not the danger, gun control is. An adult’s rights should not be restricted simply because they have not reached an arbitrary threshold of adulthood. Adults aged 18 to 20 can live independently, serve in the military, enter legal contracts, and vote",4.0,1
"For those who think Trump’s ridiculous bullying tarrifs on Canada won’t also massively hurt Americans, think again. 
He doesn’t care for his own people, he only cares for himself and his oligarch buddies…",1.0,1
"he's a well-known rafidite-supporting jerk and nothing is done about it. Trudeau is a hypocrite - he brings in Syrian refugees fleeing from Iran's bombs and runs an Iranian regime supporter as an MP. #elxn43 #cdnpoli #TrudeauMustGo #TrudeauHypocrite
Reporter: Are you saying this crash was caused as a result of diversity hiring Trump: It could have been
Fascist republican officials in Louisiana have indicted a NY doctor for providing abortion healthcare and New York State officials are refusing to extradite her. Well done NY",4.0,1
"Whatever you think of Trudeau and his Blackface past, it's pretty big to get endorsements of Obama and MLK's son to counter. Also, puts Black Canadian ultra progressives in an awkward spot to first have to delicately discredit Obama and now MLK's son. #cdnpoli #elxn43",2.0,1
"@fordnation, your record shows: during the Ottawa convoy, you declared the area a state of emergency & then called it a day. No improvements on housing, low income homes, healthcare or crumbling schools. How many apartment units have you had built? Zip!",1.0,1
Canadians are about to get very jealous of the reforms starting in the US. I hope Pierre Pollievre is taking notes.,4.0,1
"[red light emoji] BREAKING: The State Department has replaced LGBTQ with LGB. I repeat, Donald Trump has granted us the divorce that we have been wanting for so long. EVERY DAY IS CHRISTMAS.",2.0,1
"WATCH LIVE: Liberal Leader Justin Trudeau holds campaign rally in Milton, Ont. #elxn43 #cdnpoli",3.0,1
"Excited to greet Justin Trudeau to Calgary tonight! #elxn43 #cdnpoli
We won’t recognize this country in 4 years.
Make sure you are registered to VOTE OUT DOUG FORD (making sure the just-turned 18 kid is on the list).
The economy was stronger under Trump’s tariffs. Biden’s ‘free trade’ approach is weakening America.
Imagine trying to blame LGBTQ+ people for ambulance waiting times [laughing emoji]",2.0,1
"POILIEVRE does nothing but whine, cry, call Canada broken and verbally attack other politicians.  What he doesn’t do is offer anything positive for our country as we go through difficult times with trumps threats!!  Guess that’s because tRump & Musk want him to win to lock arms!!",1.0,1
"So, it's official. Trump has just violated the Canada-US-Mexico Free Trade agreement that he himself signed.",1.0,1
he 2nd Amendment was written when muskets existed. The Founders never envisioned mass murder with AR-15s.,2.0,1
"Bishop Budde squandered a unifying moment by lecturing instead of inspiring. Her political stance over spiritual guidance reflects ideals not aligned with Christian values of love, unity, and humility.",5.0,1
"Ahmedabad is a beautiful city. Clean Streets, Wide roads, smooth traffic. No one forces u to speak local language. Welcoming people, till some learn u are Muslim and want to live In a good housing society or eat non veg. Then u realise beauty of a city is not about streets",3.0,1
"Biden was better.
#Canadian Politics Today  #elxn43 #CANADA #POLITICS #NEWS #cdnpoli #canpoli #polcan #nlpoli #PEIpoli #nspoli #nbpoli #polqc #qcpoli #onpoli #mbpoli #skpoli #abpoli #bcpoli #ykpoli #NWTpoli #cpc #lpc #ndp #gpc #Trudeau #ScheerLies #StopScheer #scheer",2.0,1
"There is no such thing as pro choice. You are pro life or pro death. 

There is no grey area when it comes to abortion.",5.0,1
"Trump's only been in office for 10 days.
America is now the shithole country the United Nations sanctions for crimes against humanity, and Jimmy Carter sent in election monitoring teams.",1.0,1
"Nova Scotia was swept by the Liberals in 2015, but the chance of a repeat doesn't look good for Trudeau. #elxn43 #cdnpoli",4.0,1
This makes my heart swell with joy. Adam is a good man whos run a positive campaign. He deserves this seat. Best of luck  #AdamForMilton  #ChooseForward  #IStandWithTrudeau  #elxn43,2.0,1
"BREAKING NEWS 
TESLA LIKELY TO ACCEPT #BITCOIN AS PAYMENT IF DONALD TRUMP WINS THE ELECTION",3.0,1
Calling for a,3.0,1
snap,3.0,1
"election, in FEBRUARY, in Canada, should be illegal, it's freaking cold ! Nobody's going door to door !  #dougford   #ontario #canada",3.0,1
“He may bankrupt the vaccine manufacturers & then no-one gets a vaccine” Translation - I was paid to say this by Pfizer and I want to keep getting money because I don’t really care about America or its people.,2.0,1
Not a damn pro lifers cares about,3.0,1
the babies,3.0,1
after they're born. They just want to be martyrs and it's total bullshit. None of these pro lifers do a damn thing for women and girls forced to endure 9 months + of torture to their bodies and mental health. Such fucking liars!,1.0,1
"We ran a presidential election, if we were playing a superbowl, we started our 7th string quarterback. You can't address a problem unless you're honest about a problem.",3.0,1
It is true that a relative disappointment after Elon Musk started participating in politics is difficult not to have. He is full of contradictions and a given concealment of,2.0,1
global,3.0,1
"truth. Considering his IQ and power, is not forgivable. Tesla will decline on moral grounds.",2.0,1
And if he made a video on Scheers behalf put it on Ontario Proud and Canada Proud to endorse Scheer you and a few others would have said nothing. Keep up the good work Tyler! #elxn43,3.0,1
"Black lives matter. We need real police reform and accountability, not more militarized forces in our communities.",2.0,1
"The Founding Fathers gave us the right to bear arms to protect ourselves from tyrannical government. History proves them right!
Want to lower costs? Stop raising tariffs!",4.0,1
"True, #MajorityofCanadians pay close attention, thievery n abuse of public trust we suffered during Harperman fraudulent #CPC Cons for 9yrs must not b overlooked! Climate, economy, Charter of Rights, Senate abuse, re on the ballot! #cdnpoli #elxn43 #ChooseForward #TeamTrudeau",2.0,1
"Barron Trump was a standout at the inauguration.  I think he's going to grow into his role as a public figure.  The crowd loved him. #BarronTrump #Barron #zelena
Not too sure that Republicans going from calling Puerto Ricans garbage to calling a woman garbage is the whiz-bang political chess move they think it is
They’re “pro-life” in the sense that they want to determine who lives and who dies. Listen to them talk and it’s a Madonna/whore complex: saintly mothers or useless slatterns who need to be punished or discarded.
has bashed  through the entire campaign and yet is willing to help him form government? His intentions are the same as Mr.Trudeau... what's best for me? If he had any integrity he wouldn't have brought this up to begin with! #elxn43 #CPC #cdnpoli",3.0,1
"Trump deporting the Chinese woman makes perfect sense.
Shes a Chinese national sent to the USA to cause trouble.",5.0,1
Inflation caused by reckless government spending is making homeownership a distant dream for millions.,1.0,1
"Why do Americans blame other countries for their drug problems? 

It’s truly pathetic",2.0,1
"AOC is the answer to democrats problems.
Being gay isn’t a lifestyle. It’s who people are. Respect that.",1.0,1
"Good or bad, it happened down south and can happen here too.  Polls are often wrong! #TrudeauMustGo #elxn43",5.0,1
"RFK Jr. wants evidence that vaccines do not cause autism.  The evidence is there. He refuses to see it.
My mind was made up in 2015. Scheer could kick the shit out of Trudeau and I would still vote Conservative. That is a bad analogy but it is my story. #TrudeauMustGo #twatwaffle #cdnpoli #elxn43
No one leaves their home and risks their life unless they have no other choice. We need to stop demonizing immigrants and start addressing why they flee their countries in the first place.",3.0,1
"Postmedias endorsement editorial is just every nonsense Tory talking point. The Libs havent reached climate change goals, so elect the party that wont even try. Trudeau didnt get reconciliation with First Nations so elect the party that wants to go to war with them. #elxn43",1.0,1
"We need to invest in education, not prisons. Our kids deserve better than underfunded schools and student debt!",1.0,1
"If the government stopped taxing property owners so much, rents would be lower",4.0,1
"Foreign companies exploit cheap labor and sell back to us with zero consequences. Tariffs fix that!
Lower taxes and better military …ya why would we want that — #LFG #51State",3.0,1
"Elon Musk is building his own city, called Starbase, an incorporated city for SpaceX employees, featuring housing, office complexes, and various amenities to support its residents and operations.",3.0,1
"She has has easily been one of the most effective opposition members, prosecuting the governments ethics at every turn. Its no surprise Trudeau wants to see  gone. For him, this ones personal. #elxn43",4.0,1
"SpaceX reportedly plans to transform its Starbase site in South Texas into an incorporated city for its employees, aiming to develop housing, an office complex, and other amenities",3.0,1
"A pair of LGBTQ rights organizations sued the Trump administration today over President Trump’s new ban on transgender Americans serving in the military.  It’s mental illness, and our military has every right to exclude them!",5.0,1
"Watch how Graphene Oxide reacts to a phone call.   Now imagine this is placed into a vaccine, and everyone is forced to take it. What will happen once the 5G is fully activated?",3.0,1
Hard working Australian families  living in tents while refugees & immigrants are prioritised for housing. This is truly heart breaking,3.0,1
"Well, yeah, that's his jam.   Ask him other questions, like what he believes caused the affordability issue he now refers to, or where he thinks business investment is heading.   #elxn43",3.0,1
"The Parliamentary Officer of Canada states that by cutting immigration
Canada will INCREASE its standard of living by 1.4% by 2027 (Real GDP per capita)",4.0,1
"Republicans love to talk about ‘border security’ but won’t do anything about the broken immigration system. They thrive on the chaos!
CPC put out a press release asking if Trudeau would answer questions about what they knew was a repulsive smear (see thread) yet Scheer won't answer questions about working with/paying a man involved in pushing the defamatory campaign #elxn43 #cdnpoli
#VDLC out to support  and the  team! #bcunion #bclab #canlab #elxn43 #uprisingh
i am pro choice btw and some women make the wrong choices unfortunately",3.0,1
"Pro-choice means we support & respect everyone having the right to choose to gestate or have an abortion.

If someone claims to be",2.0,1
prolife,5.0,1
", but supports unethical abortion bans which deny women even life saving emergency medical care, they can put",2.0,1
pro,3.0,1
"in front of any word,",3.0,1
"Hey, I don't know who needs to hear this but no diversity program changes the licensing and qualification requirements for commercial pilots. You can create programs designed to encourage underrepresented communities in aviation BUT THEY STILL MUST PASS THE SAME TESTS. #deihire",2.0,1
"I'm going to post this video every day so we never forget INSURRECTIONIST TRUMP!
Trump’s tariffs cost American businesses billions and did nothing to bring jobs back.
Outsourcing has devastated American industries. Tariffs reverse that damage.",3.0,1
"It's laughable at this point when the government tells you China is stealing our technology... We are years (in many cases, decades) behind China's technology.",3.0,1
"If it costs a little more to buy American, so be it. Our jobs and economy are worth it!",5.0,1
Anybody who votes against #RFK is an enemy of America and should be treated as such!,5.0,1
"How many people that continue to bleat about Pierre Pollievre not getting security clearance realize that Justin Trudeau has never undergone a security clearance. Apparently, elected PMs just have to pinky swear that they won't tell secrets.",4.0,1
"#Canada #taxpayers are sick &amp; tired of having their hard earned $ donated to corporate welfare bums that don't need it! This is only one of many reasons #TrudeauMustGo.  can leave #Canada for all I care.  #SNCLavalinScandal #Election2019 #elxn43 #cdnpoli
Cities need to build more public housing instead of letting developers dictate prices!",5.0,1
"We should not be giving Black people the same vaccine schedule that's given to Whites, because their immune system is better than ours.",4.0,1
---RFK Jr. So what vaccine schedule should I have received? His answer was dangerous. I will be voting no.,2.0,1
The reason the southeast doesn't have an amazing rail system like this is due to DEI. It's time for the Trump administration to own the libs and fix this.,4.0,1
"Turns out Bernie Sanders has three homes and $3 million dollars...how does he have all that wealth on a Govt salary all his life 

Looks like RFK Jr. was onto something",4.0,1
"This is electrifying, truly!! Our man  is on the offensive !! #cdnpoli #canpoli #elxn43",3.0,1
Tariffs are pro freedom. Tariffs offer a choice in how and when you’re taxed. Income taxes offer no choice and encourage financial surveillance.,4.0,1
"If conservatives actually cared about border security, they’d push for real immigration reform, not just fear-mongering.",2.0,1
I have never seen anyone flip as quickly as Robert F. Kennedy did on the question of whether a woman has the right to control her own body.,3.0,1
"1 person dies under Biden it’s the end of the world.

64 die under Trump

“Now is not the time to politicize things.”

I despise you people so much.

You don’t give a damn about humans losing life, unless the tragedy benefits you.",1.0,1
"Our climate is dramatically shifting in years not decades, with collapse of ice shelf of Thwaites Glacier size of Florida predicted to happen in as little as 5 years and devastating 1.5 C world in just 5 to 10 years
Our climate has changed - why are Govts and people not changing",2.0,1
We will persevere. [pride flag] We have always existed…and always will. We cannot be erased.,1.0,1
"#MAGA did your price of eggs go down? Well, that won't matter because your prescription costs will bankrupt you first. #MAGAMorons #FAFO",1.0,1
"Trump and his minions are so petty. It’s not about making your life better. It’s only retribution and hate. Gen. Milley served his country his entire adult life. He was hired by Trump. Now they’re stripping him of security, security clearance and trying to retroactively demote him. Why? Because he dared say things Trump didn’t like. It’s not about “mean tweets.”  It’s what kind country and people are we. What are our values. Where are leaders in the Republican Party?",1.0,1
"Being pro choice doesn’t mean “pro- abortion”. It means “pro-I don’t feel I should be allowed to decide what another person does with THEIR body”. No one is forcing you to have an abortion if you don’t want to. It’s about there being an option and a choice.
The time he stopped speaking to comfort a mother who had lost her son to suicide. This photo touched my heart.   I know he lost his brother Michel.   I lost my brother Michael to suicide.   Our Prime Minister  has a true heart.   #elxn43 #ChooseForward",1.0,1
"Christianity provides a unified answer to the whole of life. Atheism, well, doesn’t",4.0,1
"Christianity Is White Supremacy
Notice a pattern here folks...  Two little black girls getting blackface explained to them by Trudeau Trudeau's tweet pic changing to include a person of color #Liberals reaching out to colored politicians to publicly endorse #Trudeau....   #cndpoli  #elxn43
And those voting for #Poilievre will bring the same type of destructive policies to Canada #NeverPoilievre #NeverVoteConservative
HOLY SH*T [red light emoji] Protestors in Aurora Colorado are fighting against Mass Deportations. This is where armed gangs took over apartment buildings THEY SHOULD BE THANKING DONALD TRUMP UNGRATEFUL
Unfair trade deals cost us jobs. Tariffs correct those bad deals!
The myth that housing prices can never go down is basically an admission that people think the economic crisis is perpetual and violence is necessary. Canadian housing prices would need to be stagnant for 108 years for the crisis to be brought under control to 2014 levels.",1.0,1
"Legal immigrants work hard, follow the rules, and contribute. Illegal immigrants break the law from day one. There’s a difference!",2.0,1
"Why does a rainbow flag bother conservatives so much? Are you that fragile?
Do you agree that closing the Border is more important than Climate change ??
They're not pro life. They're pro birth. Once a child is born they stop caring.
We have a massive trade deficit because we don’t enforce tariffs. Fix it!
The same people who say 'only the police should have guns' are the ones calling to defund the police. Make it make sense!",3.0,1
"Our climate is changing.

Changes are well within the bounds of natural variability. Nothing unusual nor unprecedented is happening. 

There is no climate emergency.",5.0,1
confirming what we already knew. #CPCMajority #elxn43 #TrudeauMustGo,4.0,1
"I don't think #RFK is playing with his introductory 4 years... iono, but something is different with him.",3.0,1
It makes me completely sick to my stomach when pro lifers say to,1.0,1
just give the baby up for adoption. Couples are just dying to be parents to your baby,1.0,1
. Yeah? Go adopt a child and stay the fuck out of my uterus. Dear pro lifers: YOU SUCK!,1.0,1
"Flashback Friday to Ford's FUMBLE. We don't forget @fordnation doubling down on the unconstitutional Bill 124. #healthcareheroes #onpoli #peopledontforget
Vote for whoever has the best chance of beating your CONservative candidate. #ElectionOntario2025#VoteFordOut #Onpoli#NeverVoteConservative #NeverEverTrustConservatives#DougFordFailedOntario",1.0,1
"#ndp jagmeet likes the finer things in life like BMWs. With no pipelines, how will he fuel up?? #saudioil #cdnpoli #privateschoolinUSA #toronto #brampton #mississauga #elxn43  #Edmonton",4.0,1
"pro life is necessary, so glad pro lifers are being protected",5.0,1
"If we don’t protect our own economy, no one else will!",4.0,1
"Christianity is like just a parody of sun worship, where the Vatican  replaced the Sun with Jesus Christ and gave him  the same kind of worship that was originally given to the Sun .",1.0,1
Haha you guys are awesome at using our same tactics. Just like #TrudeauHypocrite you guys are putting our paid for msm lies to good use. Keep it up! #maximetrudeau thanks you!   #elxn43 #SaturdayThoughts #ExtinctionRebelion #TrudeauWorstPM #MadMax,1.0,1
"Bernie Sanders is freaking out after RFK exposed that he’s a sellout fraud

He took the single highest amount of money from Big Pharma in Congress

He’s not a man of the people

He’s a man of the big pharma",2.0,1
Vaccines for cancer? What say you?,3.0,1
"American farmers suffered under Trump’s trade war. Tariffs hurt, not help.",2.0,1
"will you man up and tell #Canadians your views on new #goldmining in #Canada. Your minister of the #environment appears too busy bashing others than doing her job to share the governments position. Shame  #elxn43
#ScheerRepublican #NotMyCanada KEEP #USA  #Criminals out of our #elxn43 #TrudeauMustStay #JagmeetSingh
Bill Morneau addresses the Trudeau Rally at the Milton Banquet and Conference Centre. #cdnpoli #elxn43 #ChooseForward #Trudeau",3.0,1
"“Because of Climate Change a lot of Farmers are unable to grow their crops”
- Bill Gates 

Look how he can’t help but smile to himself after saying it - he knows that’s why.",2.0,1
"Correction: He is not a former sensation. He is a current sensation.  #elxn43   #ChooseForwardWithTrudeau
Tariffs are about protecting the American middle class. The elites hate them because they don’t want competition.
Love over hate.
Gay rights are human rights. No debate.
You can’t claim to support American workers while opposing tariffs.",3.0,1
"canada has 3 paths to proceed on:

a future like venezuela with socialism and abjust poveryt and violence

a future as part of usa

a future as a fractured group of nations that will like be very hostile to each other, some being very rich, most being very poor",4.0,1
"Checked in with my 83-year-old mother and 86-year-old father on #elxn43 who live in Lachine, Quebec  Mad at Trudeau feels Ottawa is wasting too much money however doesn't like Scheer either says he lies too much.  Leaning towards not voting this time.  #cdnpoli",3.0,1
"Hey Justin can you tell the Americans to take care of their own idiot and well take care of ours on Monday. #elxn43 #cdnpoli #cdnmedia #cdnelxn2019 Thanks
The #cons are full of toxic masculinity and hate. Is this who we really want making decisions for us?  We deserve better. #ChooseForward #TeamTrudeau #cdnpoli #elxn43
Humber River Black Creek: as we prepare to cast our votes come Monday keep in mind incumbent  showed up to the debate held at Osgoode Hall  but didn't show up to the community debate held at Black Creek Community Health Centre!!! #cdnpoli #elxn43
The ppl of Argentina right now. Out on the streets. Fighting fascism with socialism. This is beautiful. This is what solidarity looks like.",2.0,1
"Dear : As was true for his father after the 1979 election, Justin Trudeau will have to decide whether to resign or test confidence if the Conservatives win more seats on Monday. #cdnpoli #elxn43",3.0,1
"WRONG.

Pro choice literally means pro abortion.

Abortion kills a baby and stops a beating heart.",5.0,1
"This about sums up  and their leader dizzy miss  #cdnpoli #elxn43 #TrudeauMustGo #ScheerMajority
America is the only country where mass shootings are a daily occurrence. Thoughts and prayers aren’t enough—pass real gun reform!
fascism is fascism is fascism. the New Right simply wears fashion nova
Why are 5 year olds being asked to celebrate LGBT+ History Month?",3.0,1
"Alex Jones is Joe Rogan without a Spotify deal, he’s back on twitter and allowed to spout more conspiracy nonsense. Way to go Elon Musk, you utter bellend.",2.0,1
"MAGA is literally just white identity politics 

MAGA is no different than shitlibs. How is them blaming every problem we have in this country on DEI not them just pulling the race card? 

They are worse than the worst caricature of a liberal SJW",3.0,1
"Any clarity on terrorist rallies? #khalistan #terrorism #jagmeetsingh #trudeaublackface #talwinderparwar  #bhindranwala #elxn43 #airindiaflight182
We have a housing crisis in Canada. None of the government’s housing programs can offset the macroeconomic mistakes it has made over the last 8 years.
I will never forget what Doug Ford did to us here in Ontario during Covid with his best friend Trudeau. His actions were authoritarian and un-Canadian. He continues to bring us down. It's embarrassing that there's nobody in this province who can seriously challenge him.
The rise of Pierre Pollievre  began even before the tax tricks this year.  And the minority government of the Liberals was proof.",3.0,1
"When Elon Musk said “temporary hardship”..

He meant a devastating recession.

That’s caused intentionally by Trump.",3.0,1
"Pride flag banned from being displayed inside public Catholic schools in Peel Region
LGBTQ propaganda does not belong anywhere. Ban it to protect our families.
How can we fix the housing crisis when 'affordable' housing isn’t affordable? Green MP  @morricemike demands action with Housing Motion 170 to ensure housing funds deliver real affordability. It's time for true affordability.
Can’t wait to vote Ford out! #onpoli
LOL Doug Ford sees himself Zelensky
LGBTQ+ activists went from ‘just let us marry’ to ‘let us teach gender ideology to your kids.’ No thanks!",3.0,1
"hard to choose, but the pardon of the J Sixers and the pro lifers is probably still my favorite.",3.0,1
"Canada needs a minimum education requirement, minimum years expertise, or be over 65 with vast brain-stuff capabilities for some capacities.  #scicomm #cdnpoli #education #votescience #elxn43 #publicsafety #security #economics #innovation #greeneconomy",3.0,1
Gun control only disarms law-abiding citizens. Criminals don’t care about your laws!,4.0,1
"Seems Cons hired Warren Kinsella to sabotage Maxime Bernier's party. They've made #Trudeau out to be The Bogeyman for yrs.  Meanwhile #Scheer lies about his personal resume, falsifies opposition platform positions &amp; tries to hide his racist, anti-woman beliefs.  #cdnpoli #elxn43",2.0,1
"Not looking so great now...  #cdnpoli #TrudeauMustGo #elxn43
I'm sending this out because posts for Carney are proliferating obviously the Liberals are paying trolls to post.  I stand with Pierre Pollievre",4.0,1
"Andrew's, Alma Mater: The Richard Nixon School of Dirty Tricks &amp; Illegal Activity, wld be endorsing his latest scheme with gusto. #ScheerKinsellaGate #cdnpoli #elxn43 Say no to #Sketchy. #ChooseForward  #VoteLiberal",1.0,1
AOC is far more educated than Trump.,2.0,1
"Joe Biden wasn’t perfect.

But he wasn’t trying to bankrupt you.

This fool in office just said that he’s considering 50% tariffs..",1.0,1
"SHARE WIDELY. KNOW YOUR RIGHTS. With mass deportations starting today across the country, it is vitally important - for both citizens and non-citizens - to know your rights. You do NOT have to speak to ICE without a JUDICIAL warrant.",1.0,1
